tool_id	biotools_id	filtered_on	reason	to_keep	EDAM_operations	EDAM_topics	description	has_biocontainers_infos	has_biotools_infos	has_galaxy_infos
bioconductor-mantelcorr		biocontainers_keywords	profiling in BioContainers keywords	True			Compute Mantel Cluster Correlations	True	False	False
dncon2	DNCON2	EDAM_topics	Metagenomics in EDAM Topics	True	Ab initio structure prediction, Fold recognition, Residue contact prediction	Machine learning, Metagenomics, Sequence sites, features and motifs	Analysis of several key factors influencing deep learning-based inter-residue contact prediction | Deep convolutional neural networks for protein contact map prediction | Web-server and datasets at http://sysbio.rnet.missouri.edu/dncon2/ | We tested in Ubuntu becasue the tool 'FreeContact' is easier to install in a Debian system. If you would like to install DNCON2 in some other operating systems, first test if 'FreeContact' can be installed in it. If, for some reason, you do not have a Ubuntu machine, and cannot install FreeContact, you can still use DNCON2. With just a few code updates you can skip using the FreeContact tool. You will get slightly less precise results	False	True	False
mpa_portable	mpa_portable	biotools_description	metaproteomeanalyzer in bio.tools description	True	Sequence analysis	Genomics, Proteomics, Sequence analysis	MetaProteomeAnalyzer (MPA) software for analyzing and visualizing MS-based metaproteomics data.	False	True	False
metaquantome	metaQuantome	EDAM_topics	Metagenomics in EDAM Topics	True	Differential protein expression analysis, Filtering, Functional clustering, Heat map generation, Indexing, Principal component visualisation, Quantification, Query and retrieval, Statistical inference, Visualisation	Metagenomics, Metatranscriptomics, Microbial ecology, Proteomics, Proteomics experiment	metaQuantome software suite analyzes the state of a microbiome by leveraging complex taxonomic and functional hierarchies to summarize peptide-level quantitative information. metaQuantome offers differential abundance analysis, principal components analysis, and clustered heat map visualizations, as well as exploratory analysis for a single sample or experimental condition.	True	True	True
mirtarget	mirtarget	biotools_description	profiling in bio.tools description	True			miRTARGET is an integrated web tool for the identification of microRNA targets with potential therapeutic or prognostic value in cancer. The target prediction is based on four dataset categories: mRNA profiling in cells or mice after (1) ectopic miRNA expression or (2) miRNA inactivation by knock-out or knock-down, (3) correlation analyses of mRNA and miRNA expression profiles, and (4) ten computational miRNA target prediction algorithms.	False	True	False
kmcex	kmcEx	EDAM_operation	Read binning in EDAM Operations	True	De-novo assembly, Read binning, k-mer counting	Sequencing	Memory-frugal and retrieval-efficient encoding of counted k-mers.	False	True	False
picturedrocks	PicturedRocks	EDAM_operation	Read binning in EDAM Operations	True	Read binning	Cell biology, Gene transcripts, Nutritional science	Single Cell RNA-seq Analysis Tool.	False	True	False
bioconductor-affycontam		biocontainers_keywords	profiling in BioContainers keywords	True			Structured corruption of cel file data to demonstrate qa effectiveness.	True	False	False
genomad	genomad	biotools_description	metagenomes in bio.tools description	True	Sequence annotation, Taxonomic classification	Sequence analysis	geNomad is a tool that identifies virus and plasmid genomes from nucleotide sequences. It provides state-of-the-art classification performance and can be used to quickly find mobile genetic elements from genomes, metagenomes, or metatranscriptomes.	False	True	True
hippo	HiPPO	biotools_description	profiler in bio.tools description	True	Clustering, Expression analysis, Visualisation	Cell biology, Database management, Immunoproteins and antigens, Protein expression	"Two Bioinformatics Tools to Support Analysis of Mass Cytometry Data.

High-dimensional mass cytometry (Cytometry by Time-Of-Flight; CyTOF) is a multiparametric single-cell approach that allows for more than 40 parameters to be evaluated simultaneously, opening the possibility to dissect cellular heterogeneity and elucidate functional interactions between different cell types. However, the complexity of these data makes analysis and interpretation daunting. We created High-throughput Population Profiler (HiPPO), a tool that reduces the complexity of the CyTOF data and allows homogeneous clusters of cells to be visualized in an intuitive manner. Each subpopulation is mapped to the Population Analysis Database (PANDA), an open-source, manually curated database containing protein expression profiles for selected markers of primary cells, allowing for cell type abundance in the analyzed samples to be monitored."	False	True	False
flowdiv	flowDiv	EDAM_operation	Read binning in EDAM Operations	True	Read binning	Ecology, Environmental science, Workflows	Pipeline for analyzing flow cytometric diversity.	False	True	False
hclust2	hclust2	EDAM_topics	Metagenomics in EDAM Topics	True	Clustering, Heat map generation, Visualisation	Metagenomics, Microbiology	Hclust2 is a handy tool for plotting heat-maps with several useful options to produce high quality figures that can be used in publication.	True	True	False
ctat-metagenomics		biocontainers_keywords	metagenomics in BioContainers keywords	True			Ctat-metagenomics uses centrifuge	True	False	False
r-deconstructsigs		biocontainers_description	profile in BioContainers description	True			Takes sample information in the form of the fraction of mutations in each of 96 trinucleotide contexts and identifies the weighted combination of published signatures that, when summed, most closely reconstructs the mutational profile.	True	False	False
stacks	stacks	biocontainers_keywords	metagenomics in BioContainers keywords	True	Data handling	Mapping, Population genetics	Developed to work with restriction enzyme based sequence data, such as RADseq, for building genetic maps and conducting population genomics and phylogeography analysis.	True	True	True
trpnet	trpnet	biotools_description	microbiome in bio.tools description	True	Essential dynamics, Metabolic network modelling, Metabolic pathway prediction	Endocrinology and metabolism, Metabolomics, Microbial ecology, Molecular interactions, pathways and networks, Small molecules	TrpNet is a comprehensive resource for researchers to visually explore, search, or predict tryptophan metabolism within the context of human and mouse gut microbiome.	False	True	False
spot-rna2	spot-rna2	biotools_description	profile in bio.tools description	True	RNA secondary structure prediction		Improved RNA Secondary Secondary Structure Prediction using Evolutionary Profile, Mutational Coupling and Two-dimensional Transfer Learning	False	True	False
sigmut		biocontainers_description	profiler in BioContainers description	True			Wrapper of SigProfiler	True	False	False
shark.dive	shark.dive	biotools_description	ITS in bio.tools description	True		Machine learning, Protein disordered structure	The SHARK-dive CLI is a homology classifier trained to detect remote evolutionary homology and functional analogy for intrinsically disordered regions (IDRs) and other difficult-to-align protein regions. Since SHARK-dive is trained specifically on a set of disordered, difficult-to-align sequences, its performance is best suited for unalignable IDRs.	False	True	False
tango-taxon	tango-taxon	EDAM_topics	Metagenomics in EDAM Topics	True	Taxonomic classification	DNA, Metagenomics, Taxonomy	A tool for the optimal taxonomic assignment of ambiguous pyrosequencing reads.	False	True	False
jedi	jedi	biotools_description	ITS in bio.tools description	True	RNA secondary structure prediction, RNA structure prediction, Splice site prediction	Functional, regulatory and non-coding RNA, Gene transcripts, RNA splicing, RNA-Seq, Transcriptomics	"Circular RNA Prediction based on Junction Encoders and Deep Interaction among Splice Sites.

Abstract Circular RNA is a novel class of endogenous non-coding RNAs that have been largely discovered in eukaryotic transcriptome. The circular structure arises from a non-canonical splicing process, where the donor site backsplices to an upstream acceptor site. These circular form of RNAs are conserved across species, and often show tissue or cell-specific expression. Emerging evidences have suggested its vital roles in gene regulation, which are further associated with various types of diseases. As the fundamental effort to elucidate its function and mechanism, numerous efforts have been devoted to predicting circular RNA from its primary sequence"	False	True	False
sipros	sipros	biotools_description	metaproteomics in bio.tools description	True	Peptide database search	Data submission, annotation and curation, Proteins, Proteomics	A database-searching algorithm for peptide and protein identification in shotgun proteomics/metaproteomics.	False	True	False
alfie	alfie	EDAM_topics	Metagenomics in EDAM Topics	True	DNA barcoding, Parsing, Taxonomic classification, k-mer counting	Biodiversity, Machine learning, Metagenomics, Model organisms, Zoology	Alfie is an alignment-free, kingdom level taxonomic classifier for DNA barcode data. Alfie classifies sequences using a neural network which takes k-mer frequencies (default k = 4) as inputs and makes kingdom level classification predictions.	False	True	False
odmltables	odMLtables	biotools_description	ITS in bio.tools description	True	Data retrieval, Editing, Visualisation	Laboratory techniques, Neurobiology, Ontology and terminology	"A User-Friendly Approach for Managing Metadata of Neurophysiological Experiments.

An interface to convert odML structues to and from table-like representations, such as spreadsheets.

Table-based editing of odML metadata collections — odMLtables 1.0.0 documentation.

data model for storing arbitrary metadata.

Open metadata markup language - odML -.

odMLtables provides a set of functions to simplify the setup, maintenance and usage of a metadata management structure using odML. In addition to the Python API, odMLtables provides its main functionality also via a graphical user interface.

odMLtables - Table-based editing of odML metadata collections¶.

An interface to convert odML structures to and from table-like representations, such as spreadsheets"	False	True	False
ribotoolkit	ribotoolkit	biotools_description	profiling in bio.tools description	True	Codon usage analysis, Essential dynamics, Gene-set enrichment analysis, Quantification	Cell biology, Functional, regulatory and non-coding RNA, Gene expression, Gene transcripts, Protein expression	"an integrated platform for analysis and annotation of ribosome profiling data to decode mRNA translation at codon resolution.


Ribosome profiling (Ribo-seq) has revolutionized the translatomics field by mapping the position of ribosome-protected fragments (RPFs), which is typically ranging from 26bp to 34bp, over the entire transcriptome."	False	True	False
massarray	massarray	biotools_description	amplicon in bio.tools description	True	Loading, Methylation analysis, Validation, Visualisation	Epigenetics, Gene expression	This package is designed for the import, quality control, analysis, and visualization of methylation data generated using Sequenom's platform. The tools herein contain a highly detailed amplicon prediction for optimal assay design. Also included are quality control measures of data, such as primer dimer and bisulfite conversion efficiency estimation. Methylation data are calculated using the same algorithms contained in the EpiTyper software package.	False	True	False
recruitploteasy	recruitploteasy	EDAM_topics	Metagenomics in EDAM Topics	True	Read mapping, Sequence assembly, Visualisation	Mapping, Metagenomics, Metatranscriptomics, Population genetics, Sequencing	An Advanced Read Recruitment Plot Tool for Assessing Metagenomic Population Abundance and Genetic Diversity.	False	True	False
distaa	DistAA	biotools_description	ITS in bio.tools description	True	Protein secondary structure comparison, Protein secondary structure prediction, Residue contact prediction	Protein folds and structural domains, Protein interactions, Small molecules	"Database of amino acid distances in proteins and web application for statistical review of distances.

Three-dimensional structure of a protein chain is determined by its amino acid interactions. One approach to the analysis of amino acid interactions refers to geometric distances of amino acid pairs in polypeptide chains. For a detailed analysis of the amino acid distances, the database with three types of amino acid distances in a set of chains was created. Web application Distances of Amino Acids has also been developed to enable scientists to explore interactions of amino acids with different properties based on distances stored in the database. Web application calculates and displays descriptive statistics and graphs of amino acid pair distances with selected properties, such as geometric distance threshold, corresponding SCOP class of proteins and secondary structure types."	False	True	False
bioconductor-undo		biocontainers_keywords	profiling in BioContainers keywords	True			Unsupervised Deconvolution of Tumor-Stromal Mixed Expressions	True	False	False
mg-toolkit	mg-toolkit	EDAM_topics	Metagenomics in EDAM Topics	True	Data retrieval	Metagenomics	Metagenomics toolkit enables scientists to download all of the sample metadata for a given study or sequence to a single csv file.	False	True	True
elph		biocontainers_keywords	metagenomics in BioContainers keywords	True			Dna/protein sequence motif finder	True	False	False
nearbynding	nearbynding	biotools_description	profiles in bio.tools description	True	Expression analysis, RNA binding site prediction, RNA structure prediction, Scaffolding, Structure visualisation	Gene transcripts, Nucleic acid structure analysis, Protein binding sites, RNA immunoprecipitation, Transcriptomics	"A flexible pipeline characterizing protein binding to local RNA structure.

nearBynding is an R package that discerns RNA structure at and proximal to the site of protein binding within regions of the transcriptome defined by the user. Input CLIP protein-binding data can either be in aligned BAM or peak-called BED/bedGraph formats. RNA structure can either be internally calculated via CapR or can be provided by the user as a BED/bedGraph. RNA structure binding profiles can be visually and mathematically compared between proteins across multiple formats."	False	True	False
fraggenescanrs	fraggenescanrs	EDAM_topics	Metagenomics in EDAM Topics	True	Data handling, Gene prediction, Sequence assembly	Gene expression, Metagenomics, Protein expression	FragGeneScanRs is written in Rust, so first head over to their installation instructions. Afterwards, you can install the crate from crates.io with cargo install frag_gene_scan_rs The installation progress may prompt you to add a directory to your path so you can easily execute it.	False	True	False
denodo	denodo	biotools_description	ITS in bio.tools description	True	Data handling		For every organization data and its related infrastructure is constantly evolving. As a result, enterprise data will always remain distributed. The Denodo Platform gives IT organizations the flexibility to evolve their data strategies, migrating to the cloud, or logically unifying data warehouses and data lakes, without affecting business. The Denodo Platform also accelerates data provisioning through reduced data replication, it enables consistent security and governance across multiple systems, and it gives your business users the flexibility to choose their preferred applications. The only way you can accomplish this is through a logical data fabric powered by data virtualization. The Denodo Platform is the only solution that can meet this need. Read about the benefits of the Denodo Platform in this Forrester TEI Repo	False	True	False
ppanini		biocontainers_keywords	metagenome in BioContainers keywords	True			PPANINI: Prioritization and Prediction of functional Annotations for Novel and Important genes via automated data Network Integration.	True	False	False
bioconductor-summarizedexperiment		biocontainers_keywords	profiling in BioContainers keywords	True			This software contains one or more assays, each represented by a matrix-like object of numeric or other mode. the rows typically represent genomic ranges of interest and the columns represent samples.	True	False	False
mergemaid	mergemaid	biotools_description	ITS in bio.tools description	True	Formatting	Gene expression, Genetics, Microarray experiment	This R extension studies gene expression array data. Its main function is 'mergeExprs' which transforms the input objects into data in the merged format, such that common genes in different datasets can be easily found. And the function 'intcor' calculates the correlation coefficients. Other functions use the output from 'modelOutcome' to graphically display the results and cross-validate associations of gene expression data with survival.	False	True	False
rabbitv	rabbitv	EDAM_topics	Metagenomics in EDAM Topics	True	Parsing, Splitting, k-mer counting	Data architecture, analysis and design, Metagenomics, Sequencing	A highly optimized and practical toolkit for the detection of viruses and microorganisms in sequencing data. It can handle large-scale datasets such as bacterial reference genomes on commonly used servers with limited compute resources.	False	True	False
mecaf	mecaf	EDAM_topics	Metagenomics in EDAM Topics	True	Differential gene expression profiling, Statistical calculation	Infectious disease, Metagenomics, Microbial ecology, Sequencing	A maximum-type microbial differential abundance test with application to high-dimensional microbiome data analyses.	False	True	False
resprox	resprox	biotools_description	ITS in bio.tools description	True	Protein structure prediction	Machine learning, NMR, Structure prediction	ResProx (Resolution-by-proxy or Res(p)) is a web server that predicts the atomic resolution of NMR protein structures using only PDB coordinate data as input. More specfically, ResProx uses machine learning techniques to accurately estimate (with a correlation coefficient of 0.92 between observed and calculated) the atomic resolution of a protein structure from 25 measurable features that can be derived from its atomic coordinates.	False	True	False
virtualtaste	virtualtaste	biotools_description	ITS in bio.tools description	True	Fold recognition, Transmembrane protein prediction, Virtual screening	Drug discovery, Machine learning, Membrane and lipoproteins, Small molecules	VirtualTaste is a web server for the prediction of organoleptic properties of chemical compounds. The taste of a chemical compound present in food stimulates us to take in nutrients and avoid poisons. Many active ingredients present in drugs taste bitter and thus are aversive to children as well as many adults. Bitterness of medicines presents compliance problems and early flagging of potential bitterness of a drug candidate may help its further development. Taste prediction of a compound is of large interest for the food industry.	False	True	False
tersect	Tersect	EDAM_operation	Read binning in EDAM Operations	True	Data retrieval, Genotyping, Read binning	Genetic variation, Genotype and phenotype, Sequencing	a set theoretical utility for exploring sequence variant data | Command-line utility for conducting fast set theoretical operations and genetic distance estimation on biological sequence variant data | Tersect is a command-line utility for conducting fast set theoretical operations and genetic distance estimation on biological sequence variant data. The tool generates index files based on provided variant data (VCF files) which can then be used to rapidly execute flexible set theoretical queries and output the resulting lists of variants in selected regions	False	True	False
megapath	megapath	EDAM_topics	Metagenomics in EDAM Topics	True	Local alignment, Read mapping, Sequence assembly, Variant calling	Infectious disease, Mapping, Metagenomics, Sequencing	"Sensitive and rapid pathogen detection using metagenomic NGS data.

Next-generation sequencing (NGS) enables unbiased detection of pathogens by mapping the sequencing reads of a patient sample to the known reference sequence of bacteria and viruses. However, for a new pathogen without a reference sequence of a close relative, or with a high load of mutations compared to its predecessors, read mapping fails due to a low similarity between the pathogen and reference sequence, which in turn leads to insensitive and inaccurate pathogen"	False	True	False
gseca	gseca	biotools_description	profiles in bio.tools description	True	Differential gene expression analysis, Expression profile comparison, Expression profile pathway mapping, Gene-set enrichment analysis	Gene expression, Genotype and phenotype, Molecular interactions, pathways and networks, Oncology, RNA-Seq	"Identification of altered biological processes in heterogeneous RNA-sequencing data by discretization of expression profiles.

General Notes and How to cite GSECA.

GSECA is a R application with a Shiny web interface. The stand-alone version can be run from R GUI or from UNIX shell. Examples on how to use GSECA are provided below."	False	True	False
evimass	EviMass	EDAM_topics	Metagenomics in EDAM Topics	True	Query and retrieval, Text mining, Visualisation	Metagenomics, Microbial ecology, Natural language processing, Pathology	A Literature Evidence-Based Miner for Human Microbial Associations. The importance of understanding microbe-microbe as well as microbe-disease associations is one of the key thrust areas in human microbiome research	False	True	False
phylosift	phylosift	EDAM_topics	Metagenomics in EDAM Topics	True	Phylogenetic tree analysis	Genomics, Metagenomics	Suite of software tools to conduct phylogenetic analysis of genomes and metagenomes. Using a reference database of protein sequences, PhyloSift can scan new sequences against that data for homologs and identify phylogentic relationships of the new sequence compared to the database sequences.	False	True	False
eggnog-mapper-v2	eggnog-mapper-v2	EDAM_topics	Metagenomics in EDAM Topics	True	Fold recognition, Genome annotation, Homology-based gene prediction, Information extraction, Query and retrieval	Metagenomics, Phylogeny, Sequence analysis, Transcriptomics, Workflows	EggNOG-mapper is a tool for fast functional annotation of novel sequences. It uses precomputed orthologous groups and phylogenies from the eggNOG database (http://eggnog5.embl.de) to transfer functional information from fine-grained orthologs only.	False	True	True
dsp	dsp	biotools_description	profile in bio.tools description	True	Protein secondary structure comparison, Protein secondary structure prediction, Protein secondary structure prediction (coils), Protein structure prediction, RNA secondary structure prediction	Protein secondary structure, Protein structural motifs and surfaces, Protein structure analysis, Proteins, Structure prediction	Shape string predictor for protein sequences. It provides both predicted shape string and sequence-shape string profile for each query sequence allowing for comparison of protein structure or evolution in shape string space.	False	True	False
plip	plip	biotools_description	profiler in bio.tools description	True	Protein interaction analysis	Protein interactions	Protein-Ligand Interaction Profiler. Analysis of non-covalent interactions (hydrogen bonds, water bridges, salt bridges, halogen bonds, hydrophobic interactions, π-stacking, π-cation interactions, metal complexes) in atom-level detail in protein-ligand complexes from PDB files.	True	True	False
studystrap	studyStrap	biotools_description	profile in bio.tools description	True	Standardisation and normalisation	Human biology, Machine learning, Neurobiology	"Covariate-Profile Similarity Weighting and Bagging Studies with the Study Strap.

Prediction settings with multiple studies have become increasingly common. Ensembling models trained on individual studies has been shown to improve replicability in new studies. Motivated by a groundbreaking new technology in human neuroscience, we introduce two generalizations of multi-study ensemble predictions. First, while existing methods weight ensemble elements by cross-study prediction performance, we extend weighting schemes to also incorporate covariate similarity between training data and target validation studies. Second, we introduce a hierarchical resampling scheme to generate pseudo-study replicates (“study straps”) and ensemble classifiers trained on these rather than the original studies themselves. We demonstrate analytically that existing methods are special cases"	False	True	False
metachrom	metachrom	biotools_description	profiles in bio.tools description	True	Splitting, Variant calling, Variant effect prediction, Variant prioritisation	DNA polymorphism, Epigenomics, GWAS study, Genotype and phenotype, Mapping	"Predicting Epigenomic Functions of Genetic Variants in the Context of Neurodevelopment via Deep Transfer Learning.


MetaChrom is a transfer learning framework that takes advantage of both an extensive compendium of publicly available chromatin profiles data, and epigenomic profiles of cell types related to specific phenotypes of interest. It's capable of predicting the genomic variant effect on epigenomic profiles with single-nucleotide resolution. Please see paper for details."	False	True	False
reframe	reframe	biotools_description	ITS in bio.tools description	True	Database search, Sequence assembly, Virtual screening	Drug development, Drug discovery, Drug metabolism, Safety sciences, Small molecules	"The ReFRAME library as a comprehensive drug repurposing library and its application to the treatment of cryptosporidiosis.

ReframeDB is an open and extendable drug repurposing database and screening set of 12,000 compounds."	False	True	False
bioconductor-interactivedisplay		biocontainers_keywords	profiling in BioContainers keywords	True			Package for enabling powerful shiny web displays of bioconductor objects	True	False	False
bioconductor-qrqc		biocontainers_keywords	profiling in BioContainers keywords	True			Quick Read Quality Control	True	False	False
virushunter	virushunter	biotools_description	ITS in bio.tools description	True	Sequence analysis	Virology	This is a tool for the identification of viruses and their integration sites in host genomes using any type of NGS data. Its unique features include the characterization of insertion loci of any type of virus in the host genome and high accuracy and computational efficiency because of its well-designed pipeline.	False	True	False
bioconductor-annotationforge		biocontainers_keywords	profiling in BioContainers keywords	True			Provides code for generating annotation packages and their databases. packages produced are intended to be used with annotationdbi.	True	False	False
bioconductor-shortread		biocontainers_keywords	profiling in BioContainers keywords	True			Gnu r classes and methods for high-throughput short-read sequencing data	True	False	False
pyronoise	pyronoise	biotools_description	amplicon in bio.tools description	True	Sequencing quality control	Data quality management	Clustering of pyrosequencing (454) data with noise model (AmpliconNoise) and chimaera removal (Perseus) for sequence diversity analysis.	False	True	False
krakenhll		biocontainers_keywords	metagenomics in BioContainers keywords	True			KrakenHLL metagenomics classification method with unique k-mer counting for more specific results	True	False	False
bioconductor-mvgst		biocontainers_description	profile in BioContainers description	True			mvGST provides platform-independent tools to identify GO terms (gene sets) that are differentially active (up or down) in multiple contrasts of interest.  Given a matrix of one-sided p-values (rows for genes, columns for contrasts), mvGST uses meta-analytic methods to combine p-values for all genes annotated to each gene set, and then classify each gene set as being significantly more active (1), less active (-1), or not significantly differentially active (0) in each contrast of interest.  With multiple contrasts of interest, each gene set is assigned to a profile (across contrasts) of differential activity.  Tools are also provided for visualizing (in a GO graph) the gene sets classified to a given profile.	True	False	False
bioconductor-annmap		biocontainers_keywords	profiling in BioContainers keywords	True			Genome annotation and visualisation package pertaining to Affymetrix arrays and NGS analysis.	True	False	False
premnas	premnas	biotools_description	profiles in bio.tools description	True	Deisotoping, Gene expression profiling, Gene-set enrichment analysis	Cytometry, Gene expression, Molecular interactions, pathways and networks, RNA-Seq	A Framework to Estimate Intraclonal Heterogeneity and Subpopulation Changes from Perturbational Bulk Gene Expression Profiles.	False	True	False
phylogeo	phylogeo	biotools_description	microbiome-related in bio.tools description	True	Visualisation	Microbial ecology, Microbiology, Phylogenetics	This package provides a convenient way to map microbiome-related information. It relies on the phyloseq package and provides methods for mappiin samples, drawing network diagrams, plotting phylogenetic trees and maps, and correlating physical distance with ecological distance.	False	True	False
seten	seten	biotools_description	profiles in bio.tools description	True	Gene expression analysis	Functional, regulatory and non-coding RNA, RNA immunoprecipitation	A tool for systematic identification and comparison of processes, phenotypes and diseases associated with RNA-binding proteins from condition-specific CLIP-seq profiles.	False	True	False
gefast		biocontainers_keywords	16s in BioContainers keywords	True			Clustering tool primarily designed for processing nucleotide sequences obtained from high-throughput sequencing. GeFaST (Generalised Fastidious Swarming Tool) picks up the two-phased, iterative clustering strategy of Swarm and generalises resp. extends both the clustering and the refinement phase. GeFaST considers the iterative strategy as an abstract scheme, which can be coupled with different notions of distance. The refinement phase has been generalised by broadening the applicability of the original fastidious approach and introducing further refinement methods.	True	False	False
mpress	mpress	biotools_description	16S in bio.tools description	True	DNA profiling, Statistical calculation, Visualisation	Functional, regulatory and non-coding RNA, Microbial ecology, Phylogeny	R-package for accurately predicting power for comparisons of 16s rRNA microbiome taxa distributions including simulation by Dirichlet mixture modeling.	False	True	False
iris3	iris3	biotools_description	ITS in bio.tools description	True	Gene regulatory network analysis, Standardisation and normalisation, Visualisation	Cell biology, Gene expression, Molecular interactions, pathways and networks, RNA, RNA-Seq	"Integrated cell-type-specific regulon inference server from single-cell RNA-Seq.

The underlying regulatory mechanisms that induce the identity of cell types or physiological states are normally uncovered in the single-cell RNA-Sequencing (scRNA-Seq) analyses.

Here we propose IRIS3 (Integrated Cell-type-specific Regulon Inference Server from Single-cell RNA-Seq) as the first-of-its-kind web server for CTS-R inference in human and mouse.

integrated cell type specific Regulon inference from single-cell rna seq."	False	True	False
bioconductor-mirage		biocontainers_keywords	profiling in BioContainers keywords	True			MiRNA Ranking by Gene Expression	True	False	False
bioconductor-flowbeads		biocontainers_keywords	profiling in BioContainers keywords	True			This package extends flowcore to provide functionality specific to bead data. one of the goals of this package is to automate analysis of bead data for the purpose of normalisation.	True	False	False
coil	coil	biotools_description	profile in bio.tools description	True	Community profiling, Protein super-secondary structure prediction, Sequence trimming	Plant biology, Probes and primers, Protein expression, Small molecules, Zoology	"an R package for cytochrome C oxidase I (COI) DNA barcode data cleaning, translation, and error evaluation.

Contextualization and Evaluation of COI-5P Barcode Data.

Designed for the cleaning, contextualization and assessment of cytochrome c oxidase I DNA barcode data (COI-5P, or the five prime portion of COI). It contains functions for placing COI-5P barcode sequences into a common reading frame, translating DNA sequences to amino acids and for assessing the likelihood that a given barcode sequence includes an insertion or deletion error. The error assessment relies on the comparison of input sequences against nucleotide and amino acid profile hidden Markov models (for details see Durbin et al. 1998, ISBN: 9780521629713) trained on a taxonomically diverse set of reference sequences. The functions are provided as a complete pipeline and are also available individually for efficient and targeted analysis of barcode data"	False	True	False
mgcod	mgcod	EDAM_topics	Metagenomics in EDAM Topics	True	Codon usage table generation, Gene prediction, Genetic code prediction	Gene expression, Metagenomics, Microbial ecology	Gene prediction in phage genomes with multiple genetic codes.	False	True	False
virusurf	virusurf	biotools_description	ITS in bio.tools description	True	Data handling, Data retrieval, Query and retrieval, Sequence alignment, Sequence analysis, Variant calling	Bioinformatics, Data submission, annotation and curation, Sequencing, Virology	"ViruSurf, available at http://gmql.eu/virusurf/, is a large public database of viral sequences and integrated and curated metadata from heterogeneous sources (RefSeq, GenBank, COG-UK, and NMDC); it also exposes computed nucleotide and amino acid variants, called from original sequences. A GISAID-specific ViruSurf database, available at http://gmql.eu/virusurf_gisaid/, offers a subset of these functionalities. 

The database is centered on sequences, described from their biological, technological, and organizational dimensions. In addition, the analytical dimension characterizes the sequence in terms of its annotations and variants. The web interface enables expressing complex search queries in a simple way; arbitrary search queries can freely combine conditions on attributes from the four dimensions, extracting the resulting sequences."	False	True	False
rdptools		biocontainers_description	metaproject in BioContainers description	True			Metaproject for RDP Tools	True	False	False
bcrocsurface	bcrocsurface	biotools_description	ITS in bio.tools description	True	Validation	Medicines research and development, Pathology, Quality affairs	Correcting verification bias in estimation of the ROC surface and its volume for continuous diagnostic tests.	False	True	False
rnasnap2	rnasnap2	biotools_description	profile-based in bio.tools description	True	Deposition, RNA secondary structure prediction, RNA structure prediction, Sequence profile alignment	Functional, regulatory and non-coding RNA, Gene expression, Machine learning, Structure prediction	"Single-sequence and profile-based prediction of RNA solvent accessibility using dilated convolutional neural network.


RNA solvent accessibility, similar to protein solvent accessibility, reflects the structural regions that are accessible to solvents or other functional biomolecules, and plays an important role for structural and functional characterization. Unlike protein solvent accessibility, only a few tools are available for predicting RNA solvent accessibility despite the fact that millions of RNA transcripts have unknown structures and functions. Also, these tools have limited accuracy. Here, we have developed RNAsnap2 that employs a dilated convolutional neural network (Figure 1) with a new feature, based on predicted base-pairing probabilities from LinearPartition[4]."	False	True	False
hmmconvert_genouest	hmmconvert_genouest	biotools_description	profile in bio.tools description	True	Sequence analysis	Sequence analysis, Sequence sites, features and motifs	Convert between profile HMM file formats.	False	True	False
lipid_mini-on	Lipid_Mini-On	EDAM_operation	Read binning in EDAM Operations	True	Enrichment analysis, Read binning	Lipids, Ontology and terminology	Lipid Mining and Ontology (Lipid Mini-On) - mining and ontology tool for enrichment analysis of lipidomic data.	False	True	False
chic	chic	biotools_description	profile in bio.tools description	True	Enrichment analysis, Validation	ChIP-seq, Quality affairs	Quality control pipeline for ChIP-seq data using a comprehensive set of quality control metrics, including previously proposed metrics as well as novel ones, based on local characteristics of the enrichment profile. The framework allows assessing quality of samples with sharp or broad enrichment profiles, whereas previously proposed metrics were not taking this into account. It provides a reference compendium of quality control metrics and trained machine learning models for scoring samples.	False	True	False
viromescan	viromescan	EDAM_topics	Metagenomics in EDAM Topics	True	Aggregation	Metagenomics, Microbiology, Virology	ViromeScan is a metagenomic analysis tool that characterizes the taxonomy of the virome directly from raw data of next-generation sequencing.	False	True	False
goprofiles	goprofiles	biotools_description	profiles' in bio.tools description	True	Gene expression comparison	Gene expression	The package implements methods to compare lists of genes based on comparing the corresponding 'functional profiles'.	False	True	False
deeptoa	deeptoa	EDAM_topics	Metagenomics in EDAM Topics	True	Dimensionality reduction, Gene expression profiling, Taxonomic classification	Machine learning, Metagenomic sequencing, Metagenomics, Microbial ecology	An Ensemble Deep-Learning Approach to Predicting the Theater of Activity of a Microbiome.	False	True	False
viroprofiler	viroprofiler	EDAM_topics	Metagenomics in EDAM Topics	True	Read pre-processing, Sample comparison	Bioinformatics, Computer science, Metagenomics, Microbial ecology, Workflows	A containerized bioinformatics pipeline for viral metagenomic data analysis.	False	True	False
kegarray	kegarray	biotools_description	profiles in bio.tools description	True	Gene expression profiling	Gene expression, Genomics, Molecular interactions, pathways and networks	Java application that provides an environment for analyzing both transcriptome data (gene expression profiles) and metabolome data (compound profiles). Tightly integrated with the KEGG database, KegArray enables you to easily map those data to KEGG resources including PATHWAY, BRITE and genome maps.	False	True	False
metagenemark	metagenemark	EDAM_topics	Metagenomics in EDAM Topics	True	Gene prediction	Genetics, Metagenomics	MetaGeneMark is a tool for gene prediction in metagenomes, utilizing metagenome parameters and gene prediction.	False	True	False
